"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","#Hiring #SQLDBA #DBA #MongoDB #Database #Administration #ServerDBA @srivensystems Contact:   req7@srivensys.com https://t.co/WlJJ3iTRnu",FALSE,0,NA,2017-04-20 20:17:10,FALSE,NA,"855153389583437830",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","srivensystems",0,FALSE,FALSE,NA,NA
"82","RT @xdotai: Our CTO @GeekstaMatt talking about how we use @MongoDB to build our AI assistants! https://t.co/RxuFhjrYQ1",FALSE,0,NA,2017-04-20 20:14:52,FALSE,NA,"855152808143851521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DennisMortensen",5,TRUE,FALSE,NA,NA
"83","Migrating our analytics stack from MongoDB to AWS Redshift (1/2) – Appaloosa Store Engineering https://t.co/6tCeqzXu8B",FALSE,0,NA,2017-04-20 20:13:20,FALSE,NA,"855152425824653312",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","Bigdatadimenson",0,FALSE,FALSE,NA,NA
"84","@davidoster I'm working on my own CMS based on mongoDB and ArangoDB ... I will open source it soon",FALSE,0,"davidoster",2017-04-20 20:12:25,FALSE,"851035546268950528","855152194211000320","15366474","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","olivierb",0,FALSE,FALSE,NA,NA
"85","#What is time complexity of re-indexing all documents in MongoDB?
#Tech #Internet #Question #HowTO
https://t.co/wFgOvEIYWk",FALSE,0,NA,2017-04-20 20:12:23,FALSE,NA,"855152184484298759",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","UriSamuels",0,FALSE,FALSE,NA,NA
"86","Recent post WEBteam University: https://t.co/n1YyalPmxN 
Choose a Text Editor @AtomEditor
Choose a Database @MongoDB 
Choose a VCS @github",FALSE,0,NA,2017-04-20 20:10:42,FALSE,NA,"855151761153290241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FiatCrisis",0,FALSE,FALSE,NA,NA
"87","RT @gummybaren: Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/gr41QE…",FALSE,0,NA,2017-04-20 20:08:22,FALSE,NA,"855151173606588416",NA,"<a href=""http://www.hyperkind.digital"" rel=""nofollow"">Hyperkind Development</a>","HyperkindDev",1,TRUE,FALSE,NA,NA
"88","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/gr41QEXo4X #NoSQL",FALSE,0,NA,2017-04-20 20:07:41,FALSE,NA,"855151003775246340",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","gummybaren",1,FALSE,FALSE,NA,NA
"89","RT @haywire_d: We've got some amazing people from @MongoDB itself in the community slack team! Send yourself an invite now - https://t.co/N…",FALSE,0,NA,2017-04-20 20:05:27,FALSE,NA,"855150438047469571",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dugdun",4,TRUE,FALSE,NA,NA
"90","Like @MongoDB? Join us at MDBW ‘17! Use coupon code NickParsons for $100 off your early bird ticket. #MDBW17 #NoSQL… https://t.co/zEpUb6bhEN",FALSE,1,NA,2017-04-20 20:05:17,TRUE,NA,"855150397731647488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nickparsons",0,FALSE,FALSE,NA,NA
"91","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/6br5NbfiCe #NoSQL",FALSE,0,NA,2017-04-20 20:04:33,FALSE,NA,"855150214587527170",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","DHendy13",0,FALSE,FALSE,NA,NA
"92","RT @MongoDB: Only 24 hours left to win a fully funded trip to #MDBW17!  Enter now to learn from the team that builds #MongoDB: https://t.co…",FALSE,0,NA,2017-04-20 20:04:27,FALSE,NA,"855150187609829376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZGFiaWQ",4,TRUE,FALSE,NA,NA
"93","RT @MongoDB: Only 24 hours left to win a fully funded trip to #MDBW17!  Enter now to learn from the team that builds #MongoDB: https://t.co…",FALSE,0,NA,2017-04-20 20:03:35,FALSE,NA,"855149970655256577",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dreammex",4,TRUE,FALSE,NA,NA
"94","RT @MongoDB: Voting for the 2017 DBTA Readers' Choice Awards is open now! Vote for #MongoDB #database #NoSQL #cloud https://t.co/ZJkeNGLdA4…",FALSE,0,NA,2017-04-20 20:02:07,FALSE,NA,"855149601543925760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZGFiaWQ",8,TRUE,FALSE,NA,NA
"95","Only 24 hours left to win a fully funded trip to #MDBW17!  Enter now to learn from the team that builds #MongoDB:… https://t.co/K1rB3hHpHw",FALSE,0,NA,2017-04-20 20:01:28,FALSE,NA,"855149438452604928",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TheExeLab",0,FALSE,FALSE,NA,NA
"96","Only 24 hours left to win a fully funded trip to #MDBW17!  Enter now to learn from the team that builds #MongoDB:… https://t.co/L9eloKWO80",FALSE,5,NA,2017-04-20 20:00:02,TRUE,NA,"855149075959869441",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","MongoDB",4,FALSE,FALSE,NA,NA
"97","I'll be at the Silicon Valley MongoDB user group in San Jose where we'll talk about AWS Lambda + Polly + MongoDB https://t.co/wFsWBzndSx",FALSE,0,NA,2017-04-20 19:57:23,FALSE,NA,"855148408654450690",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","francium",0,FALSE,FALSE,NA,NA
"98","Dynamically scale CPU, memory and disk size/IOPS of your #MongoDB servers without downtime with ScaleGrid:… https://t.co/RhdOkg4J4S",FALSE,0,NA,2017-04-20 19:57:06,TRUE,NA,"855148337326149633",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","scalegridio",0,FALSE,FALSE,NA,NA
"99","Voting for the 2017 DBTA Readers' Choice Awards is open now! Vote for #MongoDB #database #NoSQL #cloud… https://t.co/s7SZGZL4qa",FALSE,1,NA,2017-04-20 19:56:39,FALSE,NA,"855148225182957568",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TheExeLab",0,FALSE,FALSE,NA,NA
"100","RT @CloudExpo: [session] Bridging the Gap with MongoDB on AWS ▸ https://t.co/25S5pCh97D @JayGordonOps @MongoDB #AWS #Cloud #Security #Digit…",FALSE,0,NA,2017-04-20 19:56:21,FALSE,NA,"855148151422029824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IoTJournal",21,TRUE,FALSE,NA,NA
"101","RT @MongoDB: Voting for the 2017 DBTA Readers' Choice Awards is open now! Vote for #MongoDB #database #NoSQL #cloud https://t.co/ZJkeNGLdA4…",FALSE,0,NA,2017-04-20 19:56:02,FALSE,NA,"855148070132219904",NA,"<a href=""http://www.flavien.cc/"" rel=""nofollow"">oculusBot</a>","flavien_perier",8,TRUE,FALSE,NA,NA
"102","RT @MongoDB: Voting for the 2017 DBTA Readers' Choice Awards is open now! Vote for #MongoDB #database #NoSQL #cloud https://t.co/ZJkeNGLdA4…",FALSE,0,NA,2017-04-20 19:56:02,FALSE,NA,"855148069783879681",NA,"<a href=""http://www.flavien.cc/"" rel=""nofollow"">oculusBot</a>","flavien_perier",8,TRUE,FALSE,NA,NA
"103","Voting for the 2017 DBTA Readers' Choice Awards is open now! Vote for #MongoDB #database #NoSQL #cloud… https://t.co/8OrrAgYve2",FALSE,8,NA,2017-04-20 19:56:01,TRUE,NA,"855148066533502976",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","MongoDB",8,FALSE,FALSE,NA,NA
"104","RT @matkeep: from @CIOonline - #Mongodb goes global with Atlas #Database #Cloud service https://t.co/DlTWZgaiCC",FALSE,0,NA,2017-04-20 19:55:53,FALSE,NA,"855148034170028032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeeSchoolGBS",2,TRUE,FALSE,NA,NA
"105","NoSQL grudge match: MongoDB vs. Couchbase Server https://t.co/aWkvd87Dso https://t.co/VISD7VVJjN",FALSE,0,NA,2017-04-20 19:54:12,FALSE,NA,"855147610885115904",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GianniBosca",0,FALSE,FALSE,NA,NA
"106","I am constantly torn between my love for technology and the sheer terror knowing that people run mongodb without a password or firewall",FALSE,0,NA,2017-04-20 19:54:09,FALSE,NA,"855147597346082820",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mirhagk",0,FALSE,FALSE,NA,NA
"107","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/3mdoLUgY9O #NoSQL",FALSE,0,NA,2017-04-20 19:53:57,FALSE,NA,"855147544988594178",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","omarkasule",0,FALSE,FALSE,NA,NA
"108","RT @matkeep: from @CIOonline - #Mongodb goes global with Atlas #Database #Cloud service https://t.co/DlTWZgaiCC",FALSE,0,NA,2017-04-20 19:51:40,FALSE,NA,"855146972944232448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eoinbrazil",2,TRUE,FALSE,NA,NA
"109","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/3BDu9qqTrq #NoSQL",FALSE,0,NA,2017-04-20 19:48:44,FALSE,NA,"855146232574038016",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","dgarvey2009",0,FALSE,FALSE,NA,NA
"110","RT @FujioTurner: Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/0BeJR…",FALSE,0,NA,2017-04-20 19:46:46,FALSE,NA,"855145737868279808",NA,"<a href=""http://www.hyperkind.digital"" rel=""nofollow"">Hyperkind Development</a>","HyperkindDev",1,TRUE,FALSE,NA,NA
"111","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/0BeJRH7msc #NoSQL",FALSE,1,NA,2017-04-20 19:46:28,FALSE,NA,"855145664837296129",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","FujioTurner",1,FALSE,FALSE,NA,NA
"112","RT @MongoDB: Ready to try out the $graphLookup operator for yourself? Check out this on-demand webinar: https://t.co/7r2RtG9Dib https://t.c…",FALSE,0,NA,2017-04-20 19:40:43,FALSE,NA,"855144216607023104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","virtual_newell",5,TRUE,FALSE,NA,NA
"113","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/EOa0WIwdRG #NoSQL",FALSE,0,NA,2017-04-20 19:39:40,FALSE,NA,"855143951455723520",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","perrykrug",0,FALSE,FALSE,NA,NA
"114","RethinkDB: the open-source database for the realtime web https://t.co/8lzoJI3c9l #NoSQL in #Cpp • j/t #MongoDB • cf. Data Integrity",FALSE,1,NA,2017-04-20 19:39:05,FALSE,NA,"855143805074382848",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","spchamp",0,FALSE,FALSE,NA,NA
"115","RT @MongoDB: Everything you need to know when considering #NoSQL vs #SQL #databases: 
https://t.co/1KXvusHPju https://t.co/GgzvEjmJzI",FALSE,0,NA,2017-04-20 19:38:34,FALSE,NA,"855143676468768768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","virtual_newell",35,TRUE,FALSE,NA,NA
"116","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/769JeU2uLu #NoSQL",FALSE,0,NA,2017-04-20 19:35:10,FALSE,NA,"855142820671258627",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","nosqlgal",0,FALSE,FALSE,NA,NA
"117","RT @K0YCHEV: Easily Develop #NodeJS and #MongoDB #Apps with Mongoose https://t.co/2P0bpzefl1 via @scotch_io #javascript #programming #devel…",FALSE,0,NA,2017-04-20 19:34:12,FALSE,NA,"855142574516031488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","K0YCHEV",4,TRUE,FALSE,NA,NA
"118","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/HPaTuxjzKS #NoSQL",FALSE,0,NA,2017-04-20 19:33:48,FALSE,NA,"855142473563344896",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","AnthonyPoliseno",0,FALSE,FALSE,NA,NA
"119","RT @The_Code_Shirts: Java World: NoSQL grudge match: MongoDB vs. Couchbase Server https://t.co/7SJAL6ucBt #java #code",FALSE,0,NA,2017-04-20 19:31:24,FALSE,NA,"855141871395491841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HunterPXR",1,TRUE,FALSE,NA,NA
"120","NoSQL grudge match: MongoDB vs. Couchbase Server https://t.co/dSQNEh5LUa https://t.co/XZaqIL4dYy",FALSE,0,NA,2017-04-20 19:30:20,FALSE,NA,"855141602620129280",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CedricLepif",0,FALSE,FALSE,NA,NA
"121","Easily Develop #NodeJS and #MongoDB #Apps with Mongoose https://t.co/2P0bpzefl1 via @scotch_io #javascript… https://t.co/GovWOhJkhI",FALSE,2,NA,2017-04-20 19:30:02,TRUE,NA,"855141526225203200",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","K0YCHEV",4,FALSE,FALSE,NA,NA
"122","NoSQL grudge match: MongoDB vs. Couchbase Server - https://t.co/2Ns0tH7LWo #java #javaworld",FALSE,0,NA,2017-04-20 19:28:34,FALSE,NA,"855141157260730369",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","JavaNewsWizard",0,FALSE,FALSE,NA,NA
"123","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/hh67gkhdEC #NoSQL",FALSE,0,NA,2017-04-20 19:28:00,FALSE,NA,"855141015967203329",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","SalomoneQdS",0,FALSE,FALSE,NA,NA
"124","NoSQL grudge match: MongoDB vs. Couchbase Server #JavaWorld https://t.co/nKQLf08ikv",FALSE,0,NA,2017-04-20 19:27:16,FALSE,NA,"855140830553808899",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LangageJava",0,FALSE,FALSE,NA,NA
"125","RT @crazyws: #Neard version 1.2 released and introduced #MongoDB module as major improvement ! https://t.co/OiempC2GwY",FALSE,0,NA,2017-04-20 19:26:46,FALSE,NA,"855140704401707009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klunkySQL",2,TRUE,FALSE,NA,NA
"126","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/8NkS5Hb1PQ #NoSQL",FALSE,0,NA,2017-04-20 19:26:28,FALSE,NA,"855140630711984129",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","timwongsf65",0,FALSE,FALSE,NA,NA
"127","There is a new publication in Java World: NoSQL grudge match: MongoDB vs. Couchbase Server https://t.co/w2lySvPMOt",FALSE,0,NA,2017-04-20 19:25:37,FALSE,NA,"855140413841305607",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","OmarN07",0,FALSE,FALSE,NA,NA
"128","Java World: NoSQL grudge match: MongoDB vs. Couchbase Server https://t.co/7SJAL6ucBt #java #code",FALSE,1,NA,2017-04-20 19:24:13,FALSE,NA,"855140063948271619",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","The_Code_Shirts",1,FALSE,FALSE,NA,NA
"129","RT @jredheadgirl: “Indexing in MongoDB” by @kenwalger https://t.co/uOlqwFU5dV",FALSE,0,NA,2017-04-20 19:23:32,FALSE,NA,"855139892069781504",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"130","RT @MeteorAtSO: https://t.co/dlg9wfSYrp - MongoDB push array #meteorjs",FALSE,0,NA,2017-04-20 19:23:20,FALSE,NA,"855139842337914880",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"131","RT @crazyws: #Neard version 1.2 released and introduced #MongoDB module as major improvement ! https://t.co/OiempC2GwY",FALSE,0,NA,2017-04-20 19:23:08,FALSE,NA,"855139790836047872",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"132","RT @barthevandoorn: RT @CIOonline: MongoDB database as a service offering goes global https://t.co/FoKJGat5Vl #mongodb",FALSE,0,NA,2017-04-20 19:22:54,FALSE,NA,"855139732740755456",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"133","RT @davidtwheelerjr: Import data into PostgreSQL from MongoDB exported JSON #shipping #import/export #stocklots https://t.co/AWIt6Z2hic htt…",FALSE,0,NA,2017-04-20 19:22:38,FALSE,NA,"855139665401192448",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"134","RT @rlondner: Check out @kenwalger's #MongoDB Dictionary #alexa skill at https://t.co/H3ylCO1KqA. Can't wait to test it out with my #Amazon…",FALSE,0,NA,2017-04-20 19:22:24,FALSE,NA,"855139607607771137",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",3,TRUE,FALSE,NA,NA
"135","RT @SaneLaFuria: Check out my last github thingy: an API Rest secured with BasicAuth  under Spring-boot and mongodb in-memory https://t.co/…",FALSE,0,NA,2017-04-20 19:22:09,FALSE,NA,"855139544634580994",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"136","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/kHb5cdXKH6 #NoSQL",FALSE,0,NA,2017-04-20 19:22:07,FALSE,NA,"855139534937272320",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","_asifkazi_",0,FALSE,FALSE,NA,NA
"137","RT @meswapnilwagh: AWS adds MongoDB migration capabilities in pursuit of more database customers. https://t.co/mbkfF01vLw by DCartyTT #AWS",FALSE,0,NA,2017-04-20 19:21:55,FALSE,NA,"855139483016089600",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"138","RT @UriSamuels: #Correct HTTP method to use when handling documents in MongoDB
#Tech #Internet #Question #HowTO
https://t.co/tF19vl78XS",FALSE,0,NA,2017-04-20 19:21:34,FALSE,NA,"855139396248510464",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"139","RT @K0YCHEV: “#MongoDB: Preventing Common Vulnerabilities in the MEAN Stack” by @SW_Integrity https://t.co/eznD6NOtZT #javascript #NodeJS #…",FALSE,0,NA,2017-04-20 19:21:19,FALSE,NA,"855139335384911872",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",4,TRUE,FALSE,NA,NA
"140","RT @mahurtado2: @erwinka N1QL as true SQL on JSON, Couchbase Mobile for sync data in mobile devices, better scalability with no master-slav…",FALSE,0,NA,2017-04-20 19:21:07,FALSE,NA,"855139282649923584",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"141","RT @nickparsons: Seeking a talented Developer Advocate to join the @MongoDB team in Palo Alto! DM or email me if you're interested. https:/…",FALSE,0,NA,2017-04-20 19:20:51,FALSE,NA,"855139215293554688",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"142","RT @DkaliRam: Creating User Access Control in MongoDB https://t.co/U4DqFvttZR",FALSE,0,NA,2017-04-20 19:20:37,FALSE,NA,"855139158326616065",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"143","RT @maxgattoni: RT ThorOlavsrud: MongoDB database as a service offering goes global https://t.co/MyWmLSIWsy via CIOonline #MongoDB #Cloud",FALSE,0,NA,2017-04-20 19:20:22,FALSE,NA,"855139096066273280",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",2,TRUE,FALSE,NA,NA
"144","RT @anilkumar1129: Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/qgB…",FALSE,0,NA,2017-04-20 19:19:26,FALSE,NA,"855138859310383104",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"145","RT @K0YCHEV: “#MongoDB: Preventing Common Vulnerabilities in the MEAN Stack” by @SW_Integrity https://t.co/eznD6NOtZT #javascript #NodeJS #…",FALSE,0,NA,2017-04-20 19:17:33,FALSE,NA,"855138383924002816",NA,"<a href=""https://ctrlq.org/"" rel=""nofollow"">meinbotistcooler</a>","gomme_bot",4,TRUE,FALSE,NA,NA
"146","RT @K0YCHEV: “#MongoDB: Preventing Common Vulnerabilities in the MEAN Stack” by @SW_Integrity https://t.co/eznD6NOtZT #javascript #NodeJS #…",FALSE,0,NA,2017-04-20 19:16:39,FALSE,NA,"855138159126077440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","K0YCHEV",4,TRUE,FALSE,NA,NA
"147","Workaround the Lack of Full Atomic Transaction Support in #NoSQL Databases - DZone https://t.co/dL4A3e0gEz colloquial art. apropos #MongoDB",FALSE,1,NA,2017-04-20 19:16:01,FALSE,NA,"855137998978953216",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","spchamp",0,FALSE,FALSE,NA,NA
"148","MongoDB database as a service offering goes global https://t.co/skDb7zxGrh via @CIOonline #MongoDB #Cloud",FALSE,0,NA,2017-04-20 19:11:50,FALSE,NA,"855136948280799232",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","markmcardle",0,FALSE,FALSE,NA,NA
"149","from @CIOonline - #Mongodb goes global with Atlas #Database #Cloud service https://t.co/DlTWZgaiCC",FALSE,2,NA,2017-04-20 19:11:30,FALSE,NA,"855136861320343554",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","matkeep",2,FALSE,FALSE,NA,NA
"150","Creating User Access Control in MongoDB https://t.co/4sNeIpzhn2 #thexeon",FALSE,0,NA,2017-04-20 19:10:39,FALSE,NA,"855136649726111744",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","thexeon",0,FALSE,FALSE,NA,NA
"151","#MongoDB Tutorial Beginners Creating Databases and Inserting Data – Free Learning Online - https://t.co/GE8ctnnxFL",FALSE,0,NA,2017-04-20 19:04:37,FALSE,NA,"855135129999519744",NA,"<a href=""http://klout.com"" rel=""nofollow"">Post with Klout</a>","JMCamiade",0,FALSE,FALSE,NA,NA
"152","Seeking a talented Developer Advocate to join the @MongoDB team in Palo Alto! DM or email me if you're interested.",FALSE,2,NA,2017-04-20 19:04:23,FALSE,NA,"855135071166226432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaydestro",0,FALSE,FALSE,NA,NA
"153","RT @maxgattoni: RT ThorOlavsrud: MongoDB database as a service offering goes global https://t.co/MyWmLSIWsy via CIOonline #MongoDB #Cloud",FALSE,0,NA,2017-04-20 19:02:24,FALSE,NA,"855134572710907904",NA,"<a href=""http://amandeepmittal.github.io"" rel=""nofollow"">Nodejs Tweet Bot</a>","nodejstweet",2,TRUE,FALSE,NA,NA
"154","RT ThorOlavsrud: MongoDB database as a service offering goes global https://t.co/MyWmLSIWsy via CIOonline #MongoDB #Cloud",FALSE,0,NA,2017-04-20 19:01:28,FALSE,NA,"855134336827490305",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","maxgattoni",2,FALSE,FALSE,NA,NA
"155","Creating User Access Control in MongoDB https://t.co/U4DqFvttZR",FALSE,0,NA,2017-04-20 19:00:54,FALSE,NA,"855134193508012033",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","DkaliRam",1,FALSE,FALSE,NA,NA
"156","RT ThorOlavsrud: MongoDB database as a service offering goes global https://t.co/5pPXCyfBIE via CIOonline #MongoDB #Cloud",FALSE,0,NA,2017-04-20 19:00:41,FALSE,NA,"855134141611986945",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","danielgullo",0,FALSE,FALSE,NA,NA
"157","MongoDB database as a service offering goes global https://t.co/OC9sw2ycaO  #cio #SaaS #BigData #OpenSource #IT #ITindustry",FALSE,0,NA,2017-04-20 19:00:33,FALSE,NA,"855134107654918145",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","inspiredBmedia",0,FALSE,FALSE,NA,NA
"158","MongoDB database as a service offering goes global https://t.co/UqqDJryrhH  #cio #SaaS #BigData #OpenSource #IT #ITindustry",FALSE,0,NA,2017-04-20 19:00:33,FALSE,NA,"855134107235385344",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","cioinspired",0,FALSE,FALSE,NA,NA
"159","RT @ThorOlavsrud: MongoDB database as a service offering goes global https://t.co/j0KPbjThEp via @CIOonline #MongoDB #Cloud",FALSE,0,NA,2017-04-20 18:59:25,FALSE,NA,"855133820965851136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CIOonline",5,TRUE,FALSE,NA,NA
"160","Seeking a talented Developer Advocate to join the @MongoDB team in Palo Alto! DM or email me if you're interested.… https://t.co/PP5ANVfyBI",FALSE,0,NA,2017-04-20 18:56:13,TRUE,NA,"855133018427580416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nickparsons",1,FALSE,FALSE,NA,NA
"161","Switch from MongoDB to #Couchbase! Read @nraboy's blog post to learn why companies are moving to @N1QL: https://t.co/qgBiCn1UZe #NoSQL",FALSE,0,NA,2017-04-20 18:53:53,FALSE,NA,"855132430726029312",NA,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>","anilkumar1129",1,FALSE,FALSE,NA,NA
